Timestamp, Frame, Slot, IMSI, RNTI, UID, UE_No, DL_THR, UL_THR, ,PH_dB, PCMAX_dBm, AVG_RSRP, CQI, RI, raw_rssi, ul_rssi, dl_max_mcs, sched_ul_bytes, estimated_ul_buffer, num_total_bytes, dl_pdus_total, ,dl_BLER, dl_MCS, dlsch_errors, dlsch_total_bytes, dlsch_current_bytes, dlsch_total_rbs, dlsch_current_rbs, dl_num_mac_sdu, dl_lc4_bytes, dl_lc4_id, dl_lc4_sst,dl_lc4_sd, dl_lc5_bytes, dl_lc5_id, dl_lc5_sst,dl_lc5_sd, ,ul_BLER, ul_MCS, ulsch_errors, ulsch_total_bytes, ulsch_current_bytes, ulsch_total_rbs, ulsch_current_rbs, ul_num_mac_sdu, SNR, slice2_max_ratio, ,
0,922,19,0010100000107XX,3da5,0,1,34.598351,156.289261, ,61,21,-99,0,1,727,0,28,934,0,0,0, ,0.10079,19,19,2712936,0,29438,0,5428,242812,1,1,000000,0,0,0,000000, ,0.04186,13,0,5331639,421,201193,10,6601,165,100, ,
1,923,1,0010100000107XX,3da5,0,1,34.563759,156.289261, ,61,21,-99,0,1,727,0,28,934,0,0,0, ,0.10079,19,19,2712936,0,29438,0,5428,242812,1,1,000000,0,0,0,000000, ,0.04186,13,0,5331639,421,201193,10,6601,165,100, ,
2,923,3,0010100000107XX,3da5,0,1,34.529202,156.289261, ,61,21,-99,0,1,727,0,28,842,0,255,0, ,0.10079,19,19,2712936,0,29438,0,5428,242812,1,1,000000,0,0,0,000000, ,0.04186,13,0,5331731,421,201193,10,6602,160,100, ,
3,923,3,0010100000107XX,3da5,0,1,34.529202,156.289261, ,61,21,-99,0,1,727,0,28,842,0,255,0, ,0.10079,19,19,2713405,469,29443,5,5429,243067,1,1,000000,0,0,0,000000, ,0.04186,13,0,5331731,421,201193,10,6602,160,100, ,
4,923,8,0010100000107XX,3da5,0,1,34.694344,156.311203, ,61,21,-99,0,1,724,0,28,92,0,0,0, ,0.10079,19,19,2713405,0,29443,0,5429,243067,1,1,000000,0,0,0,000000, ,0.04186,13,0,5332573,0,201203,0,6603,160,100, ,
5,923,10,0010100000107XX,3da5,0,1,34.676994,156.311203, ,61,21,-99,0,1,724,0,28,92,0,0,0, ,0.10079,19,19,2713405,0,29443,0,5429,243067,1,1,000000,0,0,0,000000, ,0.04186,13,0,5332573,0,201203,0,6603,160,100, ,
6,923,12,0010100000107XX,3da5,0,1,34.642326,156.311203, ,61,21,-99,0,1,724,0,28,92,0,0,0, ,0.10079,19,19,2713405,0,29443,0,5429,243067,1,1,000000,0,0,0,000000, ,0.04186,13,0,5332573,0,201203,0,6603,160,100, ,
7,923,14,0010100000107XX,3da5,0,1,34.607689,156.311203, ,61,21,-99,0,1,731,0,28,0,0,0,0, ,0.10079,19,19,2713405,0,29443,0,5429,243067,1,1,000000,0,0,0,000000, ,0.04186,13,0,5332665,0,201203,0,6603,170,100, ,
8,923,16,0010100000107XX,3da5,0,1,34.573090,156.154922, ,61,21,-99,0,1,731,0,28,421,0,3,0, ,0.10079,19,19,2713405,0,29443,0,5429,243067,1,1,000000,0,0,0,000000, ,0.04186,13,0,5332665,421,201213,10,6603,170,100, ,
9,923,18,0010100000107XX,3da5,0,1,34.790302,156.287338, ,61,21,-99,0,1,731,0,28,842,0,0,0, ,0.10079,19,19,2713874,0,29448,0,5430,243070,1,1,000000,0,0,0,000000, ,0.04186,13,0,5332665,421,201223,10,6603,170,100, ,
10,924,0,0010100000107XX,3da5,0,1,34.772907,156.287338, ,61,21,-99,0,1,731,0,28,842,0,0,0, ,0.10079,19,19,2713874,0,29448,0,5430,243070,1,1,000000,0,0,0,000000, ,0.04186,13,0,5332665,421,201223,10,6603,170,100, ,
11,924,2,0010100000107XX,3da5,0,1,34.738140,156.287338, ,61,21,-99,0,1,731,0,28,842,0,0,0, ,0.10079,19,19,2713874,0,29448,0,5430,243070,1,1,000000,0,0,0,000000, ,0.04186,13,0,5332665,421,201223,10,6603,170,100, ,
12,924,4,0010100000107XX,3da5,0,1,34.703411,156.287338, ,61,21,-99,0,1,720,0,28,421,0,0,0, ,0.10079,19,19,2713874,0,29448,0,5430,243070,1,1,000000,0,0,0,000000, ,0.04186,13,0,5333086,421,201223,10,6603,155,100, ,
