Timestamp, Frame, Slot, IMSI, RNTI, UID, UE_No, DL_THR, UL_THR, ,PH_dB, PCMAX_dBm, AVG_RSRP, CQI, RI, raw_rssi, ul_rssi, dl_max_mcs, sched_ul_bytes, estimated_ul_buffer, num_total_bytes, dl_pdus_total, ,dl_BLER, dl_MCS, dlsch_errors, dlsch_total_bytes, dlsch_current_bytes, dlsch_total_rbs, dlsch_current_rbs, dl_num_mac_sdu, dl_lc4_bytes, dl_lc4_id, dl_lc4_sst,dl_lc4_sd, dl_lc5_bytes, dl_lc5_id, dl_lc5_sst,dl_lc5_sd, ,ul_BLER, ul_MCS, ulsch_errors, ulsch_total_bytes, ulsch_current_bytes, ulsch_total_rbs, ulsch_current_rbs, ul_num_mac_sdu, SNR, slice2_max_ratio, ,
0,777,6,0010100000107XX,928c,1,1,33.033821,169.989548, ,61,21,-99,0,1,715,0,28,92,0,0,0, ,0.07340,21,43,44871359,0,462079,0,87722,3205318,1,1,000000,0,0,0,000000, ,0.01407,21,4,79323608,0,2993637,0,111091,160,100, ,
1,777,8,0010100000107XX,928c,1,1,33.017303,169.904556, ,61,21,-99,0,1,715,0,28,92,0,0,0, ,0.07340,21,43,44871359,0,462079,0,87722,3205318,1,1,000000,0,0,0,000000, ,0.01407,21,4,79323608,0,2993637,0,111091,160,100, ,
2,777,10,0010100000107XX,928c,1,1,33.000793,169.904556, ,61,21,-99,0,1,715,0,28,92,0,0,0, ,0.07340,21,43,44871359,0,462079,0,87722,3205318,1,1,000000,0,0,0,000000, ,0.01407,21,4,79323608,0,2993637,0,111091,160,100, ,
3,777,12,0010100000107XX,928c,1,1,32.967796,169.904556, ,61,21,-99,0,1,715,0,28,92,0,0,0, ,0.07340,21,43,44871359,0,462079,0,87722,3205318,1,1,000000,0,0,0,000000, ,0.01407,21,4,79323608,0,2993637,0,111091,160,100, ,
4,777,14,0010100000107XX,928c,1,1,32.934837,169.904556, ,61,21,-99,0,1,727,0,28,0,0,0,0, ,0.07340,21,43,44871359,0,462079,0,87722,3205318,1,1,000000,0,0,0,000000, ,0.01407,21,4,79323700,0,2993637,0,111091,165,100, ,
5,777,17,0010100000107XX,928c,1,1,32.885456,169.860306, ,61,21,-99,0,1,727,0,28,842,0,0,0, ,0.07340,21,43,44871359,0,462079,0,87722,3205318,1,1,000000,0,0,0,000000, ,0.01407,21,4,79323700,421,2993657,10,111091,165,100, ,
6,777,19,0010100000107XX,928c,1,1,32.885456,169.860306, ,61,21,-99,0,1,727,0,28,842,0,0,0, ,0.07340,21,43,44871359,0,462079,0,87722,3205318,1,1,000000,0,0,0,000000, ,0.01407,21,4,79323700,421,2993657,10,111091,165,100, ,
7,778,1,0010100000107XX,928c,1,1,32.852577,169.860306, ,61,21,-99,0,1,727,0,28,842,0,0,0, ,0.07340,21,43,44871359,0,462079,0,87722,3205318,1,1,000000,0,0,0,000000, ,0.01407,21,4,79323700,421,2993657,10,111091,165,100, ,
9,778,3,0010100000107XX,928c,1,1,32.819733,169.860306, ,61,21,-99,0,1,727,0,28,842,0,0,0, ,0.07340,21,43,44871359,0,462079,0,87722,3205318,1,1,000000,0,0,0,000000, ,0.01407,21,4,79323700,421,2993657,10,111091,165,100, ,
10,778,4,0010100000107XX,928c,1,1,32.803322,169.860306, ,61,21,-99,0,1,724,0,28,421,0,0,0, ,0.07340,21,43,44871359,0,462079,0,87722,3205318,1,1,000000,0,0,0,000000, ,0.01407,21,4,79324121,421,2993657,10,111092,170,100, ,
11,778,7,0010100000107XX,928c,1,1,33.002136,169.861893, ,61,21,-99,0,1,715,0,28,92,0,0,0, ,0.07340,21,43,44871855,0,462084,0,87724,3205379,1,1,000000,0,0,0,000000, ,0.01407,21,4,79324542,0,2993667,0,111092,145,100, ,
12,778,10,0010100000107XX,928c,1,1,33.002136,169.861893, ,61,21,-99,0,1,715,0,28,92,0,0,0, ,0.07340,21,43,44871855,0,462084,0,87724,3205379,1,1,000000,0,0,0,000000, ,0.01407,21,4,79324542,0,2993667,0,111092,145,100, ,
13,778,12,0010100000107XX,928c,1,1,32.952652,169.861893, ,61,21,-99,0,1,715,0,28,92,0,0,0, ,0.07340,21,43,44871855,0,462084,0,87724,3205379,1,1,000000,0,0,0,000000, ,0.01407,21,4,79324542,0,2993667,0,111092,145,100, ,
14,778,14,0010100000107XX,928c,1,1,32.919708,169.861893, ,61,21,-99,0,1,724,0,28,0,0,0,0, ,0.07340,21,43,44871855,0,462084,0,87724,3205379,1,1,000000,0,0,0,000000, ,0.01407,21,4,79324634,0,2993667,0,111092,165,100, ,
15,778,16,0010100000107XX,928c,1,1,32.886795,169.692062, ,61,21,-99,0,1,724,0,28,421,0,0,0, ,0.07340,21,43,44871855,0,462084,0,87724,3205379,1,1,000000,0,0,0,000000, ,0.01407,21,4,79324634,421,2993677,10,111092,165,100, ,
16,778,18,0010100000107XX,928c,1,1,32.870350,169.817719, ,61,21,-99,0,1,724,0,28,842,0,0,0, ,0.07340,21,43,44871855,0,462084,0,87724,3205379,1,1,000000,0,0,0,000000, ,0.01407,21,4,79324634,421,2993687,10,111092,165,100, ,
