Timestamp, Frame, Slot, IMSI, RNTI, UID, UE_No, DL_THR, UL_THR, ,PH_dB, PCMAX_dBm, AVG_RSRP, CQI, RI, raw_rssi, ul_rssi, dl_max_mcs, sched_ul_bytes, estimated_ul_buffer, num_total_bytes, dl_pdus_total, ,dl_BLER, dl_MCS, dlsch_errors, dlsch_total_bytes, dlsch_current_bytes, dlsch_total_rbs, dlsch_current_rbs, dl_num_mac_sdu, dl_lc4_bytes, dl_lc4_id, dl_lc4_sst,dl_lc4_sd, dl_lc5_bytes, dl_lc5_id, dl_lc5_sst,dl_lc5_sd, ,ul_BLER, ul_MCS, ulsch_errors, ulsch_total_bytes, ulsch_current_bytes, ulsch_total_rbs, ulsch_current_rbs, ul_num_mac_sdu, SNR, slice2_max_ratio, ,
0,243,7,0010100000107XX,928c,1,1,39.182743,168.687057, ,58,21,-99,0,1,697,0,28,63,0,0,0, ,0.17121,22,26,22207212,0,229086,0,43718,1603470,1,1,000000,0,0,0,000000, ,0.05952,6,2,39020497,0,1454884,0,55047,135,100, ,
1,243,9,0010100000107XX,928c,1,1,39.182743,168.687057, ,58,21,-99,0,1,697,0,28,63,0,0,0, ,0.17121,22,26,22207212,0,229086,0,43718,1603470,1,1,000000,0,0,0,000000, ,0.05952,6,2,39020497,0,1454884,0,55047,135,100, ,
2,243,12,0010100000107XX,928c,1,1,39.123997,168.687057, ,58,21,-99,0,1,697,0,28,63,0,0,0, ,0.17121,22,26,22207212,0,229086,0,43718,1603470,1,1,000000,0,0,0,000000, ,0.05952,6,2,39020497,0,1454884,0,55047,135,100, ,
3,243,14,0010100000107XX,928c,1,1,39.084881,168.687057, ,58,21,-99,0,1,720,0,28,0,276,0,0, ,0.17121,22,26,22207212,0,229086,0,43718,1603470,1,1,000000,0,0,0,000000, ,0.05952,6,2,39020560,0,1454884,0,55048,160,100, ,
4,243,16,0010100000107XX,928c,1,1,39.045803,168.656906, ,58,21,-99,0,1,720,0,28,578,276,0,0, ,0.17121,22,26,22207212,0,229086,0,43718,1603470,1,1,000000,0,0,0,000000, ,0.05952,6,2,39020560,301,1454937,10,55048,160,100, ,
5,243,18,0010100000107XX,928c,1,1,39.026279,168.723068, ,58,21,-99,0,1,720,0,28,879,276,0,0, ,0.17121,22,26,22207212,0,229086,0,43718,1603470,1,1,000000,0,0,0,000000, ,0.05952,6,2,39020560,301,1454947,10,55048,160,100, ,
6,244,0,0010100000107XX,928c,1,1,39.006767,168.723068, ,58,21,-99,0,1,720,0,28,879,276,0,0, ,0.17121,22,26,22207212,0,229086,0,43718,1603470,1,1,000000,0,0,0,000000, ,0.05952,6,2,39020560,301,1454947,10,55048,160,100, ,
7,244,2,0010100000107XX,928c,1,1,38.967770,168.723068, ,58,21,-99,0,1,720,0,28,879,276,0,0, ,0.17121,22,26,22207212,0,229086,0,43718,1603470,1,1,000000,0,0,0,000000, ,0.05952,6,2,39020560,301,1454947,10,55048,160,100, ,
8,244,4,0010100000107XX,928c,1,1,38.928810,168.723068, ,58,21,-99,0,1,689,0,28,301,0,0,0, ,0.17121,22,26,22207212,0,229086,0,43718,1603470,1,1,000000,0,0,0,000000, ,0.05952,6,2,39021138,301,1454947,10,55051,130,100, ,
9,244,6,0010100000107XX,928c,1,1,38.889889,168.736298, ,58,21,-99,0,1,689,0,28,63,0,58,0, ,0.17121,22,26,22207212,0,229086,0,43718,1603470,1,1,000000,0,0,0,000000, ,0.05952,6,2,39021439,0,1454957,0,55051,115,100, ,
