Timestamp, Frame, Slot, IMSI, RNTI, UID, UE_No, DL_THR, UL_THR, ,PH_dB, PCMAX_dBm, AVG_RSRP, CQI, RI, raw_rssi, ul_rssi, dl_max_mcs, sched_ul_bytes, estimated_ul_buffer, num_total_bytes, dl_pdus_total, ,dl_BLER, dl_MCS, dlsch_errors, dlsch_total_bytes, dlsch_current_bytes, dlsch_total_rbs, dlsch_current_rbs, dl_num_mac_sdu, dl_lc4_bytes, dl_lc4_id, dl_lc4_sst,dl_lc4_sd, dl_lc5_bytes, dl_lc5_id, dl_lc5_sst,dl_lc5_sd, ,ul_BLER, ul_MCS, ulsch_errors, ulsch_total_bytes, ulsch_current_bytes, ulsch_total_rbs, ulsch_current_rbs, ul_num_mac_sdu, SNR, slice2_max_ratio, ,
0,645,6,0010100000107XX,8462,0,1,25.684639,153.771927, ,58,21,-99,0,1,689,0,28,63,0,0,0, ,0.12928,24,19,6007255,0,62619,0,11584,556559,1,1,000000,0,0,0,000000, ,0.06500,6,0,11084776,0,398776,0,13643,115,100, ,
1,645,8,0010100000107XX,8462,0,1,25.671797,153.695038, ,58,21,-99,0,1,689,0,28,63,0,0,0, ,0.12928,24,19,6007255,0,62619,0,11584,556559,1,1,000000,0,0,0,000000, ,0.06500,6,0,11084776,0,398776,0,13643,115,100, ,
2,645,10,0010100000107XX,8462,0,1,25.658960,153.695038, ,58,21,-99,0,1,689,0,28,63,0,0,0, ,0.12928,24,19,6007255,0,62619,0,11584,556559,1,1,000000,0,0,0,000000, ,0.06500,6,0,11084776,0,398776,0,13643,115,100, ,
3,645,12,0010100000107XX,8462,0,1,25.633307,153.695038, ,58,21,-99,0,1,689,0,28,63,0,0,0, ,0.12928,24,19,6007255,0,62619,0,11584,556559,1,1,000000,0,0,0,000000, ,0.06500,6,0,11084776,0,398776,0,13643,115,100, ,
4,645,14,0010100000107XX,8462,0,1,25.607677,153.695038, ,58,21,-99,0,1,737,0,28,0,0,0,0, ,0.12928,24,19,6007255,0,62619,0,11584,556559,1,1,000000,0,0,0,000000, ,0.06500,6,0,11084839,0,398776,0,13643,175,100, ,
5,645,17,0010100000107XX,8462,0,1,25.569283,153.615097, ,58,21,-99,0,1,737,0,28,602,0,0,0, ,0.12928,24,19,6007255,0,62619,0,11584,556559,1,1,000000,0,0,0,000000, ,0.06500,6,0,11084839,301,398796,10,13643,175,100, ,
7,645,19,0010100000107XX,8462,0,1,25.569283,153.615097, ,58,21,-99,0,1,737,0,28,602,0,0,0, ,0.12928,24,19,6007255,0,62619,0,11584,556559,1,1,000000,0,0,0,000000, ,0.06500,6,0,11084839,301,398796,10,13643,175,100, ,
8,646,1,0010100000107XX,8462,0,1,25.543718,153.615097, ,58,21,-99,0,1,737,0,28,602,0,0,0, ,0.12928,24,19,6007255,0,62619,0,11584,556559,1,1,000000,0,0,0,000000, ,0.06500,6,0,11084839,301,398796,10,13643,175,100, ,
9,646,3,0010100000107XX,8462,0,1,25.518181,153.615097, ,58,21,-99,0,1,737,0,28,602,0,0,0, ,0.12928,24,19,6007255,0,62619,0,11584,556559,1,1,000000,0,0,0,000000, ,0.06500,6,0,11084839,301,398796,10,13643,175,100, ,
10,646,5,0010100000107XX,8462,0,1,25.492668,153.688782, ,58,21,-99,0,1,710,0,28,63,0,0,0, ,0.12928,24,19,6007255,0,62619,0,11584,556559,1,1,000000,0,0,0,000000, ,0.06500,6,0,11085441,63,398806,10,13646,135,100, ,
